business_id,attributes_BikeParking,attributes_BusinessAcceptsCreditCards,attributes_GoodForKids,attributes_HasTV,attributes_NoiseLevel,attributes_OutdoorSeating,attributes_RestaurantsDelivery,attributes_RestaurantsGoodForGroups,attributes_RestaurantsPriceRange2,attributes_RestaurantsReservations,attributes_RestaurantsTableService,attributes_RestaurantsTakeOut,attributes_WheelchairAccessible,bus_review_count,bus_avg_stars
C7JaaErXLB3B3486LfWg5w,1,1,1,0,3,1,0,0,2.0,0,1,1,0,193,3.5
5jxn3_C5rjBow-aiBqcQNg,1,1,1,1,2,0,1,1,2.0,1,1,1,1,140,4.0
cxsN3mkioAXuOLKy04QpyA,1,1,1,1,2,1,0,1,1.0,0,0,1,1,352,4.0
AyZePvrWz73d3B0hafFCKA,1,1,1,1,2,0,0,1,2.0,0,1,1,1,238,4.0
ES_4CV52Zm1Rw-fIBdIgFg,1,1,1,0,2,1,0,1,1.0,0,0,1,0,103,2.5
-LVpf-mKjrWT51JgCY3gRQ,0,0,0,0,2,0,0,0,2.0,0,0,0,0,102,4.0
ObelBwE40B5oYm2aA8yTjw,1,1,1,1,2,0,0,1,2.0,1,1,1,1,154,3.5
o2nt0ZJP0WmdDL-4HV-p4w,1,1,1,0,3,1,0,1,1.0,0,1,1,1,160,4.5
SIVi2UQp1UT0lMIoqHP0QA,0,1,1,0,2,0,0,1,2.0,1,1,1,0,200,3.0
8gDBvHXqHguVZJPsq5cTZg,1,1,1,1,2,0,0,1,2.0,0,1,1,1,527,3.5
lXYTzkRVMHPYGcDRc_8JvQ,0,0,1,0,1,0,0,1,2.0,1,1,1,0,111,4.0
D2yQpB1U9qMgsxtgP6BXmw,1,1,0,1,2,1,0,1,2.0,1,1,1,1,444,4.0
LT0y32F1w2_KGltoU0fSYg,1,1,1,0,2,1,0,1,2.0,1,1,1,1,109,4.0
BgthHqiXot2s4Sd_xcI6DQ,0,1,0,0,2,0,0,1,4.0,1,1,0,1,616,4.0
oXoVJ0xKv82cBo9U6oEjlQ,0,1,1,0,2,0,0,1,2.0,0,0,1,1,1321,4.0
1uPQTz5XZSWr0ti7kUpaDw,1,1,1,1,2,0,1,1,2.0,1,1,1,0,151,3.5
X5_NKyXPHOrgw1SgvW_UOg,1,1,0,1,1,1,0,1,2.0,0,1,1,0,449,4.0
_t8B7bb-Q7kmn50kvGEKzw,1,1,1,1,2,0,1,1,2.0,1,1,1,1,108,4.5
-YGQwikbX2fXUIjyegR7pw,1,1,1,0,2,0,0,1,2.0,0,1,1,1,571,4.5
JIl4gbnh_cORSjSrZgOjAQ,0,0,0,0,2,0,0,0,2.0,0,0,0,0,164,4.0
pSQFynH1VxkfSmehRXlZWw,1,1,0,0,2,0,0,0,2.0,0,0,1,1,110,3.5
ry-rcjWrzY5nygBW_zswjg,1,1,1,0,2,1,0,1,1.0,0,0,1,1,104,4.0
Ac52FTELfKifOWT4WOafpQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,367,4.5
CcQCwULrYb37Bd86609yzg,1,0,1,0,2,0,0,0,2.0,0,0,1,0,218,3.5
7UFDAX4wLi6ux5otguYldA,1,1,1,1,2,0,0,1,2.0,1,0,1,1,358,4.5
_ls-4oTpPixPOfxrwizrEA,1,1,1,1,2,1,0,1,2.0,0,1,1,1,186,3.0
swi7mi1ixWpu5-tZO2mtsg,1,1,1,1,0,0,0,1,2.0,1,1,1,1,1440,3.5
EvxTD0ETbbFbFjUMWhHbIw,1,1,1,1,2,0,1,1,2.0,0,0,1,0,102,4.0
-C8S2OPEOI1fL-2Q41tWVA,1,1,0,1,2,1,1,1,2.0,0,1,1,1,104,3.5
jcasci3gjbsSuTEVzvDQKg,1,1,1,1,1,0,0,1,2.0,1,1,1,1,195,2.5
K1qs4e30yoln6scnm-tmyg,1,1,1,0,3,0,1,1,2.0,1,1,1,0,126,4.5
VIW-4GDAKGaXUdLtTVSFqQ,1,1,1,0,2,1,1,1,2.0,0,1,1,0,222,4.5
aSDQk0wjskLdQRFg2TBt_A,1,1,1,0,2,0,0,1,2.0,1,1,0,0,251,4.5
YUFxSG6idHePsxOmnSHtpQ,1,1,1,1,1,1,0,1,2.0,0,1,1,1,251,3.0
gXbDw-Rxq4feDnUWqlFDyQ,1,1,1,1,2,1,0,0,1.0,0,0,1,0,488,4.5
rjlAUHT8B6KhKAmkZqS1xw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,128,3.5
Jd2NUZeVeyWi1tTNKXMt1Q,0,0,1,0,2,0,0,0,2.0,0,0,0,0,155,3.0
v0byOL8VL6v6muGa1anxFA,0,1,1,0,2,0,0,1,2.0,0,0,1,1,588,3.5
xYeLEIWbG0IBnMGU2mWUBg,1,1,1,1,3,1,1,1,2.0,1,1,1,1,114,3.5
wmstf9dw0-kN3YThIxx8eQ,0,0,0,0,2,0,0,0,2.0,0,0,0,0,316,4.0
HQcel0uvg7N7KfhHJChfSQ,1,1,1,0,2,0,0,1,1.0,0,1,1,0,249,4.0
f4kNNLU_0q_2J711jCN7dA,1,1,1,1,2,0,1,1,1.0,1,1,1,1,118,3.5
2ompyGP88KzsQ6SY01d3tg,0,0,1,0,2,0,0,0,2.0,0,0,0,0,104,3.0
kp9o9uv_scnT6ZBdDvvLaA,1,1,1,1,2,0,0,1,2.0,0,0,1,0,114,4.0
jR_p2I8h6w5lpf6GWk9Dzg,0,1,1,0,2,0,0,1,1.0,0,0,1,0,269,4.5
iCCsd62g79PDjswXaqxltw,1,1,0,1,2,0,0,1,1.0,0,0,1,0,127,4.5
NaZVUOzqk5b-l0mlki-9Og,1,1,0,1,2,0,0,1,2.0,0,1,1,0,125,4.0
VkIKXVbSfcbxybbxbEt98w,1,1,1,0,2,1,0,1,2.0,0,1,1,1,147,2.0
K-uQkfSUTwu5LIwPB4b_vg,1,1,0,0,2,0,0,0,2.0,0,0,0,1,103,4.0
n2tiSHECXkFv47aIkxvSDA,1,1,1,1,0,0,0,1,2.0,1,1,1,1,157,2.5
TLSFhOzkvPyZplTZBVAMCA,0,1,0,1,1,0,0,1,2.0,1,1,1,0,100,4.0
k5pA0N9K2zy5OQZSqeC0jQ,1,1,1,0,2,0,1,1,2.0,1,1,1,1,224,4.0
3HZAVQyr_9MfwGYilSYHsQ,0,1,1,0,2,0,0,1,1.0,0,1,1,1,597,4.0
XKcRPqOo-TCMbeys0LOg6Q,0,1,1,0,2,0,0,0,2.0,0,0,1,1,139,3.5
N93EYZy9R0sdlEvubu94ig,1,0,1,1,2,1,0,1,2.0,1,1,1,0,106,3.5
FfJD4vO-iYUL2Kr0WWzNYg,1,1,1,1,2,1,1,1,2.0,1,1,1,0,253,3.0
siXCBrVFOXicbM2R-33-8w,1,1,0,0,2,0,0,0,2.0,0,0,0,0,134,5.0
_Gv5HPQBM3fzI9bOUYFYuw,0,1,0,0,2,1,0,1,4.0,1,1,0,1,157,3.0
ZZQEBmDRoGOuco_uUv1GfQ,1,0,1,0,2,0,1,1,2.0,1,1,1,0,172,3.0
6MlO4sGzERjA8kq5rySspQ,1,1,0,0,2,0,0,0,2.0,0,0,0,0,129,4.5
kwLlQn95rqiqvmM4Yc2hIg,1,1,1,1,2,1,1,1,2.0,1,1,1,1,142,4.0
kzwiQ54fopeTgGEIkgJ2dQ,1,1,0,1,0,1,1,1,2.0,0,1,1,1,114,3.0
Lf5qFOWu5qg1zHYkZQgeNQ,1,1,1,1,2,1,0,1,2.0,0,0,1,0,404,3.5
V96iWEiPOMLOSQgO4x2rfQ,1,1,1,0,2,0,0,0,2.0,0,0,0,1,120,4.5
ubEa6XiMt6gOJ9xsUkbpEw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,125,4.0
VyjyHoBg3KC5BSFRlD0ZPQ,0,1,1,1,2,0,0,1,2.0,0,1,1,0,197,3.0
LV-oONzEA22qiBEFK1sckA,1,1,0,1,2,1,0,1,2.0,0,1,1,1,313,4.0
_sszHLYUzwFFMWh6qBuPnw,1,1,1,1,2,0,0,0,1.0,0,0,1,1,110,4.5
Zo0DWTyHTSyKRVIWIYVf-w,0,1,0,0,2,0,0,0,2.0,0,0,0,0,315,3.5
3D-FJxp8bsBzm3zJVqs92g,0,1,1,1,2,0,0,1,3.0,1,1,0,1,152,4.5
SAfuIUZMXrOnb3LWyvYjDA,1,1,0,0,2,1,0,1,2.0,1,1,1,1,261,3.5
ZNdV9ytExuxPTXSN8i2xhw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,108,5.0
q6rBjPhagDYNq1Q1btzg1Q,1,1,0,0,2,0,0,0,1.0,0,0,1,0,774,4.5
NEYMAeK1BeR2E_vELnEIDA,1,1,1,1,3,0,0,1,2.0,1,1,1,1,106,4.5
NFm869_w6cvVaWaNpAzjeA,1,1,0,0,2,1,0,0,1.0,0,0,1,0,106,4.0
3nf-a84p8LC41_WAIvJPjg,1,0,0,0,2,1,0,1,1.0,0,0,1,0,166,3.5
WWTQUb_NUAd5Q_k7jq2r0A,1,1,1,0,2,1,0,1,2.0,0,0,1,1,130,3.0
BVR1lyHxR7BGp5WF7KeikQ,1,1,0,1,0,1,0,1,1.0,0,0,0,1,142,3.5
aa3qt7SF34ntokxv7gs3nQ,0,1,0,0,2,0,0,0,1.0,0,0,1,1,242,4.0
kjY3355lQ-M2JHVwrey2qg,0,1,1,1,2,0,0,1,1.0,0,1,1,1,261,3.5
eem6eoAiYL9UcQUE0kMD-g,1,1,1,1,2,1,1,1,1.0,1,0,1,1,118,4.5
tmxgCiEwue2t3T95OasOdw,1,1,0,0,2,0,0,0,1.0,0,0,1,1,264,5.0
SEEy7DKuVbgw4Rai2BqEEQ,1,1,0,0,3,0,0,1,3.0,1,1,0,0,118,4.0
hjgr1NJPgPjEUiUn7Ejn2A,1,1,1,1,2,1,0,1,2.0,0,1,1,1,127,3.5
MgSd4P3ATkiywbbraFygHg,1,1,1,0,3,0,0,0,1.0,0,0,1,0,276,4.5
IZNhxNgoIQL4tt0Ync8g4Q,0,0,1,1,2,0,0,0,1.0,0,0,1,0,144,4.5
RwnePLERBTS_xtyV7Rx1AQ,1,1,0,1,2,1,0,1,3.0,1,1,1,1,275,4.0
e9UsRb-fmza5ukU8Ftduew,1,1,1,0,2,0,0,1,1.0,0,0,1,0,175,3.5
xpJEBXTCQh5Ib8BJrjt9Bg,0,0,1,0,2,0,0,0,2.0,0,0,0,0,110,3.5
0LhYg3iOF9IU2Ut8IL84TQ,1,1,0,0,2,0,0,0,1.0,0,0,0,0,132,4.0
7wMCJ9NqL9eBEX4WdJWuIA,0,1,1,1,2,1,0,1,2.0,0,1,1,1,264,2.5
L_thK7r3K_h5M4tV7amEKQ,1,1,1,0,2,1,0,1,1.0,0,0,1,0,128,5.0
dGuVYsA5DMCm_TjSbX6x7g,0,1,0,0,2,0,0,0,2.0,0,0,0,0,117,4.0
buacGSEw8yLGJo8g-i02wg,1,1,1,0,2,0,0,1,1.0,0,0,1,1,144,4.0
IjzeYDgEEq0qiZfLWgff3w,0,1,0,0,2,1,0,1,2.0,1,1,1,1,113,4.0
whAwdYVty-jSNRhrYT2zHA,1,1,1,0,2,1,0,1,1.0,0,0,1,0,220,4.0
3-0Q3D3lC5hDys3EX0Ai9g,1,0,1,0,2,1,1,0,2.0,0,0,1,0,159,4.0
ax4ztJvW28xgGvI0OPqGcQ,1,1,1,1,2,1,0,1,2.0,0,1,1,0,173,3.5
IyrDnrvUKpndj5zIv1KvGQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,351,3.0
rnBffgr3QiXUpKef2YFScg,1,1,1,1,2,0,1,1,2.0,1,1,1,1,138,4.5
B5hl4fV8ZmwN2bLDgdr0Fw,1,1,1,1,2,0,1,1,1.0,0,1,1,1,105,3.5
OIdOJaNS8M624F58XGV3PQ,0,1,1,0,2,1,1,1,2.0,0,1,1,1,120,3.5
Z1Wuve_Dcer3rjml0eNVZA,0,1,1,1,2,0,0,1,2.0,0,1,1,1,383,4.0
prFx0Kg92PfPkoU8OY4KxA,1,1,1,0,2,1,0,1,1.0,0,0,1,1,1045,4.5
0_aeYE2-VbsZts_UpILgDw,1,1,1,0,2,0,0,1,1.0,1,0,1,0,141,4.5
upp6RJZd30fHIX5g3ntxBA,1,1,1,1,3,1,0,1,1.0,0,0,1,1,103,4.0
uYtlrzBwtekPt8GKwUBoWw,1,1,1,0,2,1,1,1,2.0,1,1,1,1,136,3.5
8USUyIeN39rurnqCn5cA0w,1,1,1,0,2,1,0,1,2.0,0,0,1,1,335,4.5
GHS1rVjO-RMcRB6WJLpCDQ,1,1,1,0,2,0,0,1,2.0,0,1,1,1,242,3.5
ToHKLIjR05Rz9boWvmWaPA,1,0,1,0,2,0,0,0,2.0,0,0,0,0,108,4.5
0pIhgokp0NeM9h8oQQULOg,1,1,1,1,2,1,0,1,2.0,1,1,1,1,138,3.5
1dYpffQi3qdh-dkXF4LZBw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,229,3.5
WQIvHDD4hNa8SDVxdQt56w,0,1,1,0,2,1,0,1,2.0,1,1,1,1,162,3.0
xYNGnf5EdYUk5QO88_rn-w,1,1,1,1,2,0,0,1,2.0,1,1,1,1,761,4.5
zzSYBWuv_fXGtSgsO-6_1g,1,1,0,0,2,0,0,0,1.0,0,0,0,1,121,3.5
1O0JT3O8TCULYhu-AIziwg,1,1,0,1,1,1,0,1,2.0,1,1,1,1,226,3.0
kne4oWWLq0FFHLA-gWuqoQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,117,4.5
hyzsCj9xMpf_FFlpUSWFiw,1,1,1,1,2,1,1,1,2.0,1,1,1,1,218,3.5
DJcvnN7BCiqOUAra35xYuA,1,0,1,0,2,0,1,1,2.0,0,1,1,0,126,4.0
GJBLjDkfJ4tvkpAjDeCikA,1,1,0,0,2,0,0,0,2.0,0,0,0,1,233,5.0
J6qWt6XIUmIGFHX5rQJA-w,1,1,1,1,2,1,0,1,2.0,1,1,1,0,182,4.0
Dl3ty7Rt2WeBIAUoBF0EXg,1,1,0,0,2,0,0,0,2.0,0,0,0,1,131,3.0
kDp-fv1DqX90xcOzsFGvQw,1,1,1,0,2,1,0,1,1.0,0,0,1,1,156,4.5
9IaomgzTHXsNkZHnZGv8fg,1,1,1,0,2,0,0,1,1.0,0,1,1,1,377,4.0
siuAD-vFRYAjozc332wq3g,1,1,1,1,2,0,0,1,1.0,0,1,1,0,149,2.5
3Mx4renubPRnjHUw1n2UkA,1,1,0,1,1,1,0,1,2.0,0,1,1,0,397,3.5
EZQESVzkOPs7LwCHVC3Szg,1,1,1,0,2,1,0,1,2.0,1,1,1,1,1084,4.0
BjLXhrKdB3I3f3ODy0INRw,1,1,1,0,2,0,0,1,2.0,1,1,1,1,266,4.0
q3oJ6bNRV3OoJrwc95GOwg,1,1,0,0,2,1,0,1,3.0,1,1,0,0,391,4.5
QwAJZuJTo36OAj6DJxz14g,1,1,0,1,2,1,0,1,3.0,1,1,1,1,616,4.5
AspFf1d9sRaUloPJAHMqAg,1,1,0,0,2,1,0,1,2.0,1,1,1,1,407,4.0
2sx52lDoiEtef7xgPCaoBw,1,1,1,0,2,0,0,1,2.0,0,0,1,1,277,4.5
rxjHvIvV_BlzKa8ftRUpGA,1,1,1,1,2,1,0,1,2.0,0,1,1,1,158,3.5
W6s1BQa6N3mU6UBTv_KqSw,1,1,1,1,3,0,0,1,1.0,0,0,1,0,134,4.0
ZhjU0FkCIaG43F83TwSN8w,1,1,1,0,2,0,0,1,1.0,0,0,1,1,112,4.5
cz5vz-893D3LNH3TMQYR1w,1,1,0,0,2,0,0,0,2.0,0,0,0,0,143,4.5
j29tuUdrfaxmGjwxHdHZPA,1,1,1,0,2,1,1,1,1.0,0,0,1,0,165,2.5
nEAoUNf1HrXAWidrwocozg,0,1,1,1,2,0,1,1,2.0,1,1,1,1,103,3.5
YlH13A5DQcnWbzmxvQ7dvw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,113,4.5
Vw9u6qar1I2QlkQOV6KNVA,1,1,1,1,2,0,0,1,2.0,0,1,1,1,1850,4.0
keJGpYownJ-j2zQJ5huvqg,1,1,1,0,2,0,0,1,2.0,1,1,1,1,114,4.0
6e0Abng1LRexKI4LRJTX_A,0,1,0,1,2,0,0,1,2.0,1,1,1,1,174,4.5
T9r-6274tdT-GpZtlluBKA,1,1,0,0,1,0,0,1,2.0,1,0,0,0,125,4.0
-chGaXHZsoLKLHPJMMsdmw,1,1,0,0,2,1,0,1,2.0,0,1,1,1,363,4.0
U5XCBcTtiNyasdT3A2_V3A,0,1,0,0,2,0,0,0,3.0,0,0,0,0,163,3.0
qNGexUR4IG8eSfs7USrRtA,1,1,1,0,2,0,0,0,1.0,0,0,0,0,215,4.5
TxQBdyDktZSk1KVTWh71dw,1,1,1,0,2,0,0,0,1.0,0,1,1,1,227,4.5
G32N8Tr2LyvHl4FnUTt5pg,0,0,0,0,2,0,0,0,2.0,0,0,0,0,1154,1.5
N5mcKKdcmwirw1bFhE80Sw,1,1,0,0,2,0,0,0,1.0,0,0,0,1,123,3.5
eBqGqgZpWuM2dyPRpHbWdg,1,1,1,0,3,0,0,1,1.0,0,0,1,1,206,4.0
XxXmyN3tlroRQ1SOoSXHAA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,188,3.0
QoRPgmyMxb5hUuR1h258yQ,1,1,0,0,2,0,0,1,2.0,1,1,0,0,197,3.5
Jw3iaQalS9-1aeXkKh_plA,1,1,1,1,2,1,0,1,2.0,1,1,1,1,248,4.0
i7__R4dmGUayzNB939Zm0A,1,1,1,1,2,0,0,1,2.0,0,0,1,1,444,4.0
ndE42tcNzqjSEW_Ciz2BOw,1,1,1,0,2,1,0,1,2.0,0,1,1,1,1328,4.0
dciKn2Otp8nAMi4AurPjsg,0,1,1,0,2,0,0,1,2.0,1,1,1,1,221,4.5
K7fip0nDFFdCC7OCnNOotQ,1,1,1,1,2,1,0,1,1.0,1,1,1,0,201,4.5
9NBkIExYYz3w9O5JdzDOMA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,371,5.0
-J6FVdY9pSgAdFmmalO-pQ,0,1,0,0,2,0,0,0,3.0,0,0,0,0,108,3.5
4Bw9XffSa0AMy2SrNCS2KA,0,1,1,0,2,0,0,1,2.0,0,1,1,0,157,3.5
mxMwo3zfJwVoCIayeNcA5w,1,1,1,1,2,0,0,1,2.0,1,1,1,1,1024,4.5
YHubCF0Ua0uC6HC2tm-arQ,1,1,1,1,2,1,0,1,2.0,0,0,1,0,155,4.0
GKXkf6oCvw3KsVtBHis93g,0,0,1,0,2,0,0,0,2.0,0,0,0,0,140,3.5
x99-QiHEUN13aMZEZ4RQKw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,183,4.0
-SpT8Tyz2R45zSw1AIUimQ,1,1,1,0,2,0,0,1,1.0,0,0,1,0,143,4.0
HME5y0qMKFRUbHZykncGNA,1,1,1,1,2,1,1,1,2.0,1,1,1,1,217,3.5
kDCyqlYcstqnoqnfBRS5Og,1,1,1,1,2,1,0,1,2.0,1,1,1,1,134,4.0
xLy3aWEbtpoUSVdjuHBS0A,1,1,1,0,2,1,0,1,2.0,1,1,1,1,264,4.0
0J_NiF5Lb0bFM5v6ZY-uGw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,408,3.0
7nRlDLrob6oK5zmGo4Vpbg,1,1,1,0,2,1,0,1,2.0,1,1,1,1,3193,4.0
TQCo1hacl-veCLIGZUOb6Q,1,1,1,1,1,1,0,1,2.0,0,1,1,0,116,2.5
KDdu9HDswaJYExaGDuzRjQ,1,1,0,1,2,1,0,1,4.0,1,1,1,1,316,4.0
k6EQholZjA03b-O6foAPCA,1,1,1,1,2,1,0,1,2.0,1,1,1,1,425,4.0
xR1gLCH5resvtq1eV1nebg,1,1,1,0,2,1,0,1,1.0,0,1,1,0,133,3.0
zbrFk-4ejesAJD8EwcdHxg,1,1,1,1,2,1,0,1,2.0,0,0,1,1,158,3.0
6pQ1DpZo6zygNc3qTch-iA,1,1,1,1,2,1,1,1,2.0,0,0,1,1,278,4.0
3p0yosq4IE5E2B91PdoOSQ,0,0,0,0,2,0,0,0,2.0,0,0,0,0,279,3.5
IE7sVOweBucNusO3jhrEpw,1,1,1,0,2,0,0,1,2.0,0,1,0,1,321,4.0
ZwnyqSGoqKFg0xe5rY7ChQ,0,0,0,1,1,0,0,1,3.0,0,0,0,1,222,3.0
QNgJwDus5DGSLjzaxotl9A,0,1,0,0,2,0,0,0,2.0,0,0,0,0,106,5.0
rnx0KHHTD9Yvr2BWAWwQ4g,1,1,0,0,1,0,0,1,2.0,0,0,0,0,151,4.0
YmOWkved7K8q3eXgf4NNnA,1,1,1,1,3,0,1,1,2.0,1,1,1,1,190,4.0
CoyeXg8FBsS_d20QzNIy-A,1,1,1,1,2,0,0,1,2.0,1,1,1,1,188,3.5
H8RPjZJMrDC7nNcx2S6nHQ,1,1,1,0,2,1,0,1,1.0,0,0,1,0,183,3.0
krCiaZqjU2CeOfwoJWctDg,1,1,0,0,2,0,0,0,1.0,0,0,1,0,132,2.5
grZEbAsZwWA3yJMwDRl0Nw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,229,3.0
n5jTCFF6LqNIAz6Jx5-3tw,1,1,0,0,2,0,0,0,3.0,0,0,1,1,105,3.5
KWywu2tTEPWmR9JnBc0WyQ,1,1,0,0,2,0,0,0,2.0,0,0,0,0,144,5.0
dWw7M_JsAVUprR86--89ZA,1,1,1,1,2,1,0,1,2.0,0,1,1,1,124,3.5
-1xuC540Nycht_iWFeJ-dw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,218,2.5
hOxNKZJ8wWg8Q165U7CCqg,1,1,1,1,2,0,1,1,2.0,0,1,1,1,133,3.0
v14P9-vB1yjxFfFEYEWudw,1,1,1,0,3,0,0,1,1.0,0,1,1,1,113,4.5
E0HOsxXZ_o6ocemK57BoWA,1,1,1,1,2,0,0,1,2.0,0,1,1,1,345,3.5
LbeJgPgKKHw5qH0f02NHEQ,1,1,1,1,3,1,1,1,2.0,1,1,1,1,133,4.0
hQ4IGBbdDcCUh11zUSzwCQ,1,1,1,1,2,0,0,1,2.0,0,1,1,1,121,4.0
Yf8PiUFYTgeN-NVSgrntPQ,0,1,0,0,2,0,0,0,1.0,0,0,0,1,136,3.5
87j14nON0RPB9DSkcWsF7g,1,1,1,0,2,0,0,1,2.0,1,1,1,1,116,3.5
kNa3FvRAhM2oKYFoilVDzQ,1,1,1,0,2,0,0,1,1.0,0,0,1,0,140,4.0
em3TpGN9BAA85u2lXewDiQ,1,1,1,1,2,1,1,1,2.0,0,0,1,1,279,3.5
ptiTZuUff6I-OgnfSD3Urw,0,1,0,0,2,0,0,0,3.0,0,0,0,0,452,4.0
wHVWfC_a6koeiJXAu78e1g,0,1,0,0,2,0,0,0,2.0,0,0,0,0,125,3.0
TSnKwZnpX6SHbKsFKjV-0Q,1,1,1,0,2,1,0,1,2.0,0,0,1,0,1123,4.5
bYGn37k0KgleABKMWgjnMw,1,1,1,0,2,1,0,1,1.0,0,0,1,1,168,4.0
Tza4ufJ_jCEiApOANoqgmw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,144,3.5
2aVQu4wnptrFM_kxDhhPIg,1,0,1,1,2,0,0,1,1.0,0,0,1,1,201,4.0
sGAbBm8eX6DY5R5S2NSy6g,1,1,1,0,2,1,0,1,2.0,1,1,1,1,148,4.0
VEe-_Yc1fbEtUjkACEjLpA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,132,5.0
QvyG5fZ0mxo5yeLY8jabCA,1,1,0,0,2,0,0,0,2.0,0,0,0,1,178,4.0
VOhGHyRcLau12RpZXQVrHw,0,0,1,0,2,0,0,1,1.0,1,1,1,1,359,3.5
qFo9G2zdvLbgH8whxty36g,1,1,1,0,2,0,0,1,2.0,1,1,1,1,130,3.5
zEOfVGv6DeprEzmFYMFhXA,1,1,1,1,2,1,0,1,2.0,1,1,1,1,150,4.5
4RfLQ8p6kxZIU-A6_bKG0A,1,1,0,0,2,1,0,0,1.0,0,0,1,1,213,4.5
6Uf3RcK16NZeTxYTHXAD-Q,0,1,1,1,2,0,0,1,2.0,1,1,1,1,179,4.0
bdPJYc4dx48FcgHSBD1swA,0,1,0,1,2,0,0,1,2.0,1,1,1,1,355,4.0
rtTzTba5vNXtAHJYJ-wgRQ,1,1,1,0,2,1,0,1,1.0,0,0,1,1,108,3.5
wzugmCevnXuCMCF4upAf0w,0,1,1,1,1,0,0,1,2.0,1,1,1,0,145,3.0
j0baDQfMAGDm_QGdFMmb-Q,0,0,1,0,2,0,1,1,2.0,0,1,1,0,129,3.0
lUM741nAWb4WL-pGiqo7Bw,0,0,1,0,2,0,0,0,2.0,0,0,0,0,115,4.0
WP0M2cpWzhsMwk7kPtreRA,1,1,1,0,2,0,0,0,2.0,0,0,0,0,130,3.5
T4M_GZ9zA9dKqME5s7TzBg,1,1,1,1,2,1,1,1,2.0,0,0,1,1,183,4.0
COgwFthJpS4We16W5Gf4lw,1,1,1,0,2,1,0,1,2.0,0,0,1,1,195,3.5
oKYUMYQI7AkjCJdRsKlqtg,0,1,0,0,2,0,0,1,3.0,1,1,0,1,450,4.5
T-eEjmbEeQ53ezioW_9vxQ,1,1,1,1,2,0,0,1,2.0,1,1,1,1,151,3.5
6_JqE5olfHoz1T_m96G85g,1,0,1,0,2,0,0,1,2.0,0,1,1,1,101,4.0
xC1-8kKTeLkF85GZ9IfVow,1,1,0,0,2,0,0,1,3.0,1,1,0,1,354,4.5
EHXCJ7ZEUWqBhVfYgrKTsQ,1,1,1,1,2,0,0,1,1.0,0,0,1,1,144,2.5
nveeiYhDhj0WJu1JUmx9fw,1,0,1,0,2,0,1,1,1.0,0,1,1,0,162,4.5
U1g7IHZcnRmOc2m3mvWNig,0,1,0,0,2,0,0,0,2.0,0,0,0,0,194,4.5
2SfSzEd3B7WimeZac23zhg,1,1,0,0,2,0,0,0,3.0,0,0,0,1,274,2.0
jzM4dTlstNmGDPRT9SC6Hw,1,1,1,1,2,0,0,1,2.0,1,1,1,1,110,3.5
Q9vcbIn-DGht360D3F78Kg,1,1,1,0,2,1,0,1,2.0,1,1,1,1,313,4.0
oJYqV8s_Y5y_mNC-38KELA,1,1,1,1,2,0,0,1,2.0,0,1,1,1,202,4.0
qgAZPDQStZP_Y5XTiQ6UqA,1,1,1,0,2,0,0,1,2.0,1,1,1,0,111,4.5
IXHjZvtBKqG4qad7vzu2Ng,1,1,1,1,2,1,1,1,2.0,1,1,1,1,606,4.0
jUQmWbY3KSCyxvsKJmPJPQ,1,1,0,0,2,0,0,0,2.0,0,0,0,1,235,5.0
u6xb2aUAvX6i1WhsQWqgWg,0,1,1,1,1,0,0,0,2.0,0,1,1,0,131,2.5
1Vn_lex3LGGwuTo-xeJnww,1,1,1,1,2,1,0,1,2.0,0,1,1,1,205,3.5
FvXZcRB8bocNMDvFUnoWhg,1,1,0,1,2,1,0,1,2.0,0,1,1,1,358,4.0
0zTLMQOZhiCp9GFtegiFsw,0,1,1,0,2,1,0,1,2.0,1,1,1,0,100,3.5
DHklgMcOIp8oFiQogiH-bQ,0,1,0,1,2,0,0,1,2.0,1,1,1,1,593,3.5
tY8iEZkq0ZloRgvHgpYHtQ,0,1,0,0,2,1,0,0,2.0,0,0,1,0,393,4.0
v1DdKUcs-KxR3JV_vE8nMg,1,1,0,0,3,1,0,1,3.0,1,1,1,1,119,4.0
Rw-xnNlDuwekyMw_THUfGg,1,1,0,0,2,0,1,1,2.0,1,1,1,1,741,4.0
KMxOoHyRKP74PgosuRkkdg,1,1,1,1,3,0,0,1,1.0,0,0,1,0,144,3.5
fmke0ozj83GAebHEdbnlfw,1,1,1,1,2,1,0,1,2.0,1,1,1,1,291,3.5
